poNumber,date,quantity,amount,location,status
PO140395CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140396CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140397CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140398CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140399CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140400CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140401CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140402CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140403CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140404CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140405CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140406CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140407CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140408CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140409CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140410CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140411CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140412CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140413CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140414CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140415CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140416CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140417CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140418CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140419CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140420CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140421CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140422CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140423CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140424CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140425CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140426CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140427CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140428CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140429CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140430CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140431CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140432CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140433CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140434CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140435CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140436CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140437CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140438CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140439CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140440CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140441CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140442CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140443CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140444CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140445CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140446CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140447CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140448CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140449CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140450CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140451CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140452CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140453CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140454CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140455CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140456CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140457CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140458CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140459CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140460CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140461CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140462CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140463CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140464CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140465CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140466CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140467CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140468CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140469CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140470CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140471CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140472CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140473CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140474CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140475CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140476CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140477CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140478CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140479CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140480CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140481CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140482CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140483CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140484CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140485CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140486CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140487CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140488CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140489CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140490CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140491CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140492CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140493CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140494CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140495CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140496CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140497CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140498CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140499CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140500CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140501CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140502CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140503CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140504CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140505CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140506CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140507CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140508CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140509CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140510CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140511CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140512CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140513CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140514CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140515CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140516CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140517CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140518CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140519CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140520CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140521CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140522CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140523CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140524CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140525CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140526CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140527CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140528CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140529CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140530CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140531CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140532CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140533CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140534CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140535CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140536CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140537CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140538CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140539CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140540CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140541CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140542CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140543CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140544CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140545CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140546CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140547CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140548CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140549CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140550CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140551CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140552CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140553CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140554CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140555CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140556CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140557CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140558CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140559CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140560CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140561CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140562CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140563CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140564CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140565CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140566CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140567CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140568CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140569CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140570CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140571CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140572CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140573CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140574CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140575CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140576CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140577CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140578CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140579CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140580CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140581CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140582CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140583CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140584CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140585CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140586CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140587CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140588CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140589CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140590CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140591CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140592CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140593CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140594CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140595CM,11/12/2021,,1774.75,Metro : CM00H022 Paragon,Partially Received
PO140596CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140597CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140598CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140599CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140600CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140601CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140602CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140603CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140604CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140605CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140606CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140607CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140608CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140609CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140610CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140611CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140612CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140613CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140614CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140615CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140616CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140617CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140618CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140619CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140620CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140621CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140622CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140623CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140624CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140625CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140626CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140627CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140628CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140629CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140630CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140631CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140632CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140633CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140634CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140635CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140636CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140637CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140638CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140639CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140640CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140641CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140642CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140643CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140644CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140645CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140646CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140647CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140648CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140649CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140650CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140651CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140652CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140653CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140654CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140655CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140656CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140657CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140658CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140659CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140660CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140661CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140662CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140663CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140664CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140665CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140666CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140667CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140668CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140669CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140670CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140671CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140672CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140673CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140674CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140675CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140676CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140677CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140678CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140679CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140680CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140681CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140682CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140683CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140684CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140685CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140686CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140687CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140688CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140689CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140690CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
PO140691CM,11/12/2021,,2474.75,Metro : CM00H022 Paragon,Pending Supervisor Approval
